CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
298027ea6b94a1cc330b8ca983a72f035c22d36896b5a3a1129f8be3b1975d694707867acd3de3dbefc98d387e78ae9a665f63c1fca1304cbfb5957aaa078b37,,09/04/2023 15:40,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",09/04/2023 15:42,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,W,PARKING LOT E SEC G ST,1654,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,2,9,,,
5692fa5d323f414ae701dc19ad144024cf56f96b0c9bce42030627b4f0fc4d16e71db998c14bbc4eca006bbf8e70238870176c3ffd5e62d3c9b366d6f8f5b46d,,10/08/2023 3:45,30,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/08/2023 4:35,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,1130,W,WILSON AVE,1913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,3,1,10,41.96549337,-87.65871372,POINT (-87.658713719955 41.965493364999)
61bd18c14262aa0b4b71e278dc1c821b868d0b92336a4875caa41674cd713547149a55f7f7deed97c04eae326a80db4cc0c2d63f893cacceca5d8cbd27c18b57,,10/08/2023 2:15,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/08/2023 2:16,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,3499,S,ASHLAND AVE,912,,,,,,,2,NONINCAPACITATING INJURY,5,0,0,5,0,0,0,2,1,10,41.83059533,-87.66542376,POINT (-87.665423764019 41.830595327951)
d56d55d5361ee9a11ac04d8c0d431ee063b21c8565b735d035a0665942660a8b542d7a14fa2c21d2f0e73a287bb7ea574398376e78dd9d39251d250a53b1a74a,,10/08/2023 3:12,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",10/08/2023 3:35,UNABLE TO DETERMINE,NOT APPLICABLE,1,W,TERMINAL ST,1651,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,1,10,,,
af17b2e3e114471b75ceb49a300238ad897615d25510bbfe7b2220b0e03a202f991ed7de80332511198109af879954fa12b32766b9923fdce38c315254cfd312,,06/10/2019 14:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,06/11/2019 14:50,IMPROPER LANE USAGE,NOT APPLICABLE,5447,S,MOBILE AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,7,0,14,2,6,,,
b100fdefd9416f391017acfe00754055e39593ae95d5288e4d455e0979961f664cb58767979f056dbc81e9484cb3ab1d1f99cc2d60f07b266ad3417f524fad3b,,07/10/2022 17:23,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/10/2022 17:30,UNABLE TO DETERMINE,NOT APPLICABLE,17,W,I190 EXPY,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,1,7,,,
513cecd3b5153b3fa72464bb272d3fa147ade05eb03143d8d95e9e77ca5795475c4402b949ed48c5aa43b6d10ca5cbde288ee59619e7726cf9deda607d99be1c,,09/24/2023 02:00:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,HEAD ON,OTHER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",09/24/2023 07:55:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,432,W,125TH ST,523,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,9,41.6671118,-87.63305917,POINT (-87.633059170025 41.667111804032)
71f07c17ca207ba5346c286d3a28842d09d59b36d616b166337377cd27b96710824865dc19b332daa1e03a99ca8103ee43aa2ed7abd9056dfe3d7f33cff88242,,08/13/2023 01:25:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/13/2023 01:45:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,DISREGARDING STOP SIGN,7258,S,LAFAYETTE AVE,731,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,1,1,8,41.76193661,-87.62663561,POINT (-87.626635613963 41.761936607048)
7dbf0c02eadfd69da41ebe49f94d176aebd47d081882eff336be32b6011a5f254a6bfd690a1e4c2c09ad375f206a86336f43754b09832290619abe9ddacf4fa2,,08/13/2023 02:28:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/13/2023 02:28:00 AM,DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED TO AVOID CRASH,436,N,OGDEN AVE,1215,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,2,1,8,,,
b469e09711824319df718abf9fdedf26fd758743413dd48f2de8af89f3e95188b58e2effab7abe0bf4e3461956b141087a582d4cd33b75a22f812cc0095aa350,,08/14/2023 12:20:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",08/14/2023 12:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,516,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,2,8,,,
bc7ec482f6bb0e0a80ff49eee929f0e85384d3f62b8b137f6ed31f95abf070d8fa84b03d659167b77492209acbad05c7e7e8f1970b1da4965ec058b608a70e23,,09/07/2023 17:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",09/08/2023 11:35,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,1400,W,WEBSTER AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,5,9,41.92172981,-87.6632342,POINT (-87.663234201004 41.921729806985)
b1786cc4ab8f41ae9fac05b31e8cd0e8c86038413420e56af758b401ea1c397a3208489678fa76277a362822c47b3f5e61136f007bbf0fc804011f6b828d8068,,02/21/2021 01:30:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,02/21/2021 01:35:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,1,W,TERMINAL ST,1651,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,1,2,,,
2726bbeef554bcd5502a878fbe1539038ebc03a86e5ed7c8228cdde7bc48818fd55bbe047e56aa29f29d375bc41d9bce2eb68bbcbf96caf22302b19c682f8413,,08/09/2023 7:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,N,"OVER $1,500",08/09/2023 7:48,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,7200,S,MICHIGAN AVE,323,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,8,41.76366502,-87.6217963,POINT (-87.621796301972 41.763665021044)
083d1d01608588748a8eb6a9ba50926411357abc81e7cf502632159c694206cd11c954340149d4d7a9054ddfd2384a6e8c7af698059a81a5b44d254afa1cfe9d,Y,08/14/2023 01:50:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,OTHER,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/14/2023 02:09:00 PM,WEATHER,ROAD CONSTRUCTION/MAINTENANCE,6040,W,FULLERTON AVE,2512,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,13,2,8,41.92391067,-87.77738613,POINT (-87.777386127036 41.923910667953)
b300620805165bd9558dadf3a63af945c8e273623a29111f7b308b1978744b55942c49cbd52ade2efd3c7f948e1ab9b1bae17adca9f9ac9ef5554d75a8f81d57,Y,04/28/2017 04:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",04/28/2017 05:22:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,560,N,COLUMBUS DR,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,16,6,4,,,
b6798388d0871ab40d039a9098e2dc1f4d085ae6f80f6cf3aed8a5e8a933fce2a7475a269099d6bfa034218c73bc710733a63278c6d99bd1637b8d65584f3135,,10/08/2020 20:45,5,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,RAMP,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",10/08/2020 21:15,IMPROPER BACKING,UNABLE TO DETERMINE,660,W,OHARE ST,1654,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,10,,,
31b997a4a7b6b795dd9217c8f6de29b3d0a934f7938f4b1978db23c8eff11319a8b1b1b689a74cdc3d65ab0c47fcf1c4680fe75d94fc2f2994db58936106eb70,,08/15/2023 04:38:00 AM,15,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",08/15/2023 04:44:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1,S,DOOR 4 ST,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,4,3,8,,,
b8bede6e04aeda61e7fd297157a58feff4cc86a0cabcc60d68091f4b5fc1806a8043f7e952af11bab371be4a77cd692d1b49b512498fe682b0e8b9405c890760,,08/26/2018 12:11:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,OTHER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/26/2018 12:14:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,1,W,TERMINAL ST,1651,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,1,8,,,
2a2762c3507471675211650dbab3420b6c203bdd9f53ac0ea50375a3a7eef457b48b254c5e6505aa0a5f9f998bbe574b4c1ef311dfca72f165cdae9546fcdc40,,08/15/2023 05:43:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/15/2023 05:43:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,6730,S,HALSTED ST,723,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,3,8,41.7715331,-87.64471715,POINT (-87.644717150986 41.771533099997)
d37cb0b512f2f6ee7a2da1f83e8b9b017c5f0887c92f63430cad318a9a6001ae73dcf1e2f79d1e28ceafc93d5d5accf27213640c39fb9140e136d7c5cf540bd3,,09/07/2023 20:32,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",09/07/2023 20:32,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1198,S,LARAMIE AVE,1522,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,5,9,,,
0388a8bc3bda7add86b5e25e2999588178bdfb5de2951f6059ffaa7a51193fb8a2f0c57f0b51e6bcc4e73cc8370e3020b7855d8971f8a94086bb4d118a4ef9b9,,08/01/2023 14:14,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,N,$500 OR LESS,08/01/2023 14:18,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,1651,W,FOSTER AVE,2032,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,8,41.97603313,-87.67164269,POINT (-87.671642688042 41.976033132989)
54be04f9f10fb44cb9045e4009c356d67bf76398d815c54dfebd8f8d82281d9bd94f698372c7d191a0f02d5432bc4a1a60fa93e1feeeee99b40e5f6d9b6ef118,,08/21/2023 03:35:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",08/21/2023 04:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,800,E,75TH ST,323,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,2,8,41.75869138,-87.60533417,POINT (-87.605334170015 41.75869137995)
0e0482b1eb2fa321484d8cf151a8874129474e66d0cb8f7d8585fbffb1bbd172e74d6ccf7fe44fe17594707c095a236a696c8c0381f53c82268182158f66cb88,,08/01/2023 23:45,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,,Y,"OVER $1,500",08/01/2023 23:53,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,3821,W,ROOSEVELT RD,1011,,N,,,,,4,INCAPACITATING INJURY,1,0,1,0,0,1,0,23,3,8,41.86611949,-87.72092757,POINT (-87.720927573996 41.866119493974)
b962b10c483e2e8fb88f3cbba8f6b6c429060a18df24541535abdd3055a1dab503bf8a1ed245966e7b8defdb66513a27f09120a27b7b788224d4e88ef77c49db,,03/05/2022 18:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/06/2022 16:40,IMPROPER BACKING,NOT APPLICABLE,410,W,OHARE ST,1651,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,7,3,,,
b99762f2f834cc08861043fe3bbd035fae38becab5296b150e7c850a74b93586c9e64eaace6e46706645d8bdf1f08db9bcd1802bba05074ccb35531779761ce1,,07/21/2022 06:50:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,"CURVE, LEVEL",DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/21/2022 07:20:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,5,7,,,
26e904875b56f4b54be61cb3614c69c4922b7e2be6378781b456eba660bcd8c09037b7e8f655dd0e0b47b9031423d77e48d902f0b89443af187fe8d5e307b42b,,08/01/2023 15:29,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,TRAFFIC ROUTE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,,,$500 OR LESS,08/01/2023 16:10,DRIVING ON WRONG SIDE/WRONG WAY,NOT APPLICABLE,151,W,EUGENIE ST,1814,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,15,3,8,41.91279334,-87.63365809,POINT (-87.633658092957 41.912793334996)
bbb5e14dd8d5cad3a2d6996930efe644ef1b2b1244a5b7c6d4a1419358551e3cc99f691c717c9033f293f7ac3d19f0305db29ab38ed0f7b054d1e1d72bd54348,,12/08/2021 19:45,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/08/2021 19:55,UNABLE TO DETERMINE,NOT APPLICABLE,3,W,TERMINAL ST,1653,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,6,0,19,4,12,,,
bcf2db1cfe25c799ce109d4f36f6cb0d2de2c2948929eb9f79cc085cbf9b45d19f5fbff918cc88974b1b82b4c462b6b5b67396a76cdba0d758ac90e110683eda,,09/03/2021 19:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,09/17/2021 10:14:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,1,W,TERMINAL ST,1651,,,,,,,2,,,,,,,,,19,6,9,,,
bd4e907a41f08f3dbc22b5a4a0e9df45e7c396fefab843873f52745045d19ea5c5e0391ea2324a76cc502c5075ac54f7ee40557438a5a0e9868304ae4f3e0dd5,,11/22/2022 01:39:00 PM,30,OTHER,NOT FUNCTIONING,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,CURVE ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/22/2022 01:45:00 PM,NOT APPLICABLE,NOT APPLICABLE,13,W,I190 EXPY,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,13,3,11,,,
9da0d5739ba205931cb1d113c31ea330fe798cfe20494d3270de59293eafd5e6f32980cbceba79e94cbbcfe265bf53cef8b15200c412fad351f2f9493c608a7e,,08/21/2023 03:28:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/21/2023 03:37:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5667,N,NAGLE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,8,41.98487427,-87.78755548,POINT (-87.787555484022 41.984874268025)
a5c6c4216a8fcc2d3976e1fe0951074f2e51a761489f25608797dbe8299f1fe2e42f31e6e5188629cd20857a079eebd2fd465a84716852c2da7596c6e86108f8,,08/21/2023 03:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/21/2023 03:17:00 PM,DISREGARDING ROAD MARKINGS,NOT APPLICABLE,1,W,TERMINAL ST,1651,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,8,,,
c0d2181747a90e6444ba2a055865babd19cdd27836697500d0f3399812e3cfa4ec2721847d122a32fa1f2e0118f713034414df3c303ff3edafe14ef877533c03,,02/05/2021 10:55,45,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",02/05/2021 11:05,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10156,W,KENNEDY EXPY IB,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,2,,,
c1bd7abbb67c7539e03dee9279e8ef7b27f110357e2847d6b584b6890abb492ceb81f998d9d790bce6d9bb34a650f64ca5da3f582ddd8247c1adb28d218c45be,,06/07/2019 17:48,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,OTHER,,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",06/07/2019 17:50,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,412,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,6,6,,,
c2c7b03d776ed73c9c68fa16e639b67ec936859bbdd299f5013e4063528e82e67dbc54cf09588a0828d2cb36bdeb4adfcb439a3b48d0e4f6d5a13d4fb4606b8a,,09/24/2023 10:25:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",09/24/2023 11:00:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,1200,W,35TH ST,913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,10,1,9,41.83072883,-87.65581325,POINT (-87.655813252029 41.830728825995)
c2363c9a868db7a0d117fae857b6899af6933312614a0965d90133c16e47289a01f976b321414f89167d344e0466cca9421a0af95c5cc8437ce15a9b73cd59d1,,07/18/2020 07:41:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/18/2020 07:41:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,700,W,OHARE ST,1654,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,7,7,,,
91b3ca4b114a3f3dcb34cfd42e02e8e1fd0ccfaf1983e8439b69e199fb1248b6ee4b597f46eff24ae05421b85f8a6a5985982c7e4eb5eae49e74a131cb08538e,,08/01/2023 16:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/01/2023 18:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2744,N,CALIFORNIA AVE,1411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,8,41.93160795,-87.69775578,POINT (-87.697755776035 41.931607951049)
c31f6ce9a1d2566205c3a63e9d23cd6566d20c7401ca3ad935584f4f529869caa45afde61951c14c7aead7dd8a2ecf81e78e5239ac6c678c29b68e77d05d7514,,09/08/2019 5:45,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",09/08/2019 5:55,IMPROPER BACKING,NOT APPLICABLE,524,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,1,9,,,
a5148efd1daca1a75626ac46aa374cbedc7dc7c39188e6656bd42bf981e8c7e696b99bcff37c41b8444e91049ce86853dd5eaf153a76249f7b560bd6072fa435,Y,08/01/2023 1:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",08/01/2023 10:30,UNABLE TO DETERMINE,IMPROPER LANE USAGE,1632,E,67TH ST,331,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,3,8,41.77345597,-87.58502235,POINT (-87.585022352022 41.773455972008)
